run_idx,segment_idx,ref_segment_idx,theta_true_deg,repeat_idx,variant_idx,variant_name,v_ref,omega_ref,radius_m,segment_duration,noise_variant,t0,t1,n_windows,theta_pred_median_deg,theta_pred_mean_deg,theta_pred_std_deg,error_median_deg,error_mean_deg,label_main_mode,conf_main_median
1,104,104,0.5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,329.6,332.79,13,0.863238100646263,0.851585325883907,0.0722770601851904,0.363238100646263,0.351585325883907,1,0.999999403953552
1,105,105,1,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,332.8,335.99,13,0.955048169448252,0.95494645545328,0.0995000546003448,-0.0449518305517479,-0.0450535445467197,1,0.999999165534973
1,106,106,1.5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,336,339.19,13,1.63733625620834,1.63077155780486,0.0810538741668094,0.137336256208336,0.130771557804859,1,1
1,107,107,2,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,339.2,342.39,13,1.96117911025562,1.9005246989671,0.185516049570667,-0.0388208897443818,-0.0994753010328979,1,0.999999642372131
1,108,108,2.5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,342.4,345.59,13,2.03588814628404,1.96659421886314,0.189203454858904,-0.464111853715959,-0.533405781136859,1,0.999694466590881
1,109,109,3,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,345.6,348.79,13,2.8882470896038,2.8594028395269,0.119796488844648,-0.111752910396204,-0.140597160473095,1,0.999822676181793
1,110,110,3.5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,348.8,351.99,13,3.42761901751006,3.41087425052316,0.0300509323320699,-0.0723809824899369,-0.0891257494768376,3,0.957350790500641
1,111,111,4,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,352,355.19,13,4.17997801496531,4.18386935105768,0.0429882000784936,0.179978014965307,0.183869351057682,3,0.999977469444275
1,112,112,4.5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,355.2,358.39,13,4.72037190992614,4.72130794137946,0.0156414243136509,0.220371909926138,0.221307941379461,3,0.999999046325684
1,113,113,5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,358.4,361.59,13,5.33158590195672,5.33103452836848,0.0281664882637193,0.331585901956716,0.331034528368477,3,0.999999523162842
1,114,114,5.5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,361.6,364.79,13,6.09589559602537,6.09530856096867,0.0173458374260391,0.595895596025367,0.595308560968673,3,0.999998450279236
1,115,115,6,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,364.8,367.99,13,6.69786919588256,6.69880411086266,0.00287229993701328,0.697869195882563,0.698804110862658,3,0.999990344047546
1,116,116,6.5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,368,371.19,13,7.25135656348231,7.14604749187348,0.174718885687934,0.751356563482308,0.646047491873476,3,0.999997496604919
1,117,117,7,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,371.2,374.39,13,8.16474666213071,8.14549104536253,0.186354760740462,1.16474666213071,1.14549104536253,3,0.999998807907104
1,118,118,7.5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,374.4,377.59,13,7.94591337753903,7.93511576790978,0.176550706908775,0.445913377539028,0.435115767909779,3,0.99999988079071
