time_s,true_slope_deg,ModernTCN_theta_sch_deg,ModernTCN_theta_error_deg,GRU_theta_sch_deg,GRU_theta_error_deg,TCN_theta_sch_deg,TCN_theta_error_deg,LPV_MPC_theta0_theta_sch_deg,LPV_MPC_theta0_theta_error_deg,LPV_MPC_IMU_theta_theta_sch_deg,LPV_MPC_IMU_theta_theta_error_deg,LPV_MPC_oracle_theta_theta_sch_deg,LPV_MPC_oracle_theta_theta_error_deg
176.98,0.07570117187,6.742092857e-06,-0.07569442978,8.806703285e-05,-0.07561310484,4.752572004e-08,-0.07570112435,0,-0.07570117187,0.002500557416,-0.07320061446,0.1448625289,0.06916135706
176.99,0.07570117187,6.581566837e-06,-0.07569459031,8.597019873e-05,-0.07561520168,4.639415527e-08,-0.07570112548,0,-0.07570117187,0.002384758759,-0.07331641312,0.1430530816,0.06735190972
177,0.07570117187,6.421040816e-06,-0.07569475083,8.387336462e-05,-0.07561729851,4.526259051e-08,-0.07570112661,0,-0.07570117187,0.002268960102,-0.07343221177,0.1412436343,0.06554246238
177.01,0.06886574074,6.27835102e-06,-0.06885946239,8.200951207e-05,-0.06878373123,4.425675517e-08,-0.06886569648,0,-0.06886574074,0.002156747386,-0.06670899336,0.1394900897,0.07062434896
177.02,0.06886574074,6.135661224e-06,-0.06885960508,8.014565952e-05,-0.06878559508,4.325091982e-08,-0.06886569749,0,-0.06886574074,0.00204453467,-0.06682120607,0.1377365451,0.0688708044
177.03,0.06886574074,5.992971428e-06,-0.06885974777,7.828180698e-05,-0.06878745893,4.224508448e-08,-0.0688656985,0,-0.06886574074,0.001932321954,-0.06693341879,0.1359830006,0.06711725984
177.04,0.06886574074,5.850281633e-06,-0.06885989046,7.641795443e-05,-0.06878932279,4.123924913e-08,-0.0688656995,0,-0.06886574074,0.001820109237,-0.0670456315,0.134229456,0.06536371528
177.05,0.06886574074,5.707591837e-06,-0.06886003315,7.455410188e-05,-0.06879118664,4.023341379e-08,-0.06886570051,0,-0.06886574074,0.001707896521,-0.06715784422,0.1324759115,0.06361017072
177.06,0.06233412905,5.580756463e-06,-0.06232854829,7.289734406e-05,-0.06226123171,3.933933793e-08,-0.06233408971,0,-0.06233412905,0.001599304893,-0.06073482416,0.1307788773,0.06844474826
177.07,0.06233412905,5.453921088e-06,-0.06232867513,7.124058624e-05,-0.06226288846,3.844526206e-08,-0.06233409061,0,-0.06233412905,0.001490713265,-0.06084341579,0.1290818432,0.06674771412
177.08,0.06233412905,5.327085714e-06,-0.06232880197,6.958382842e-05,-0.06226454522,3.75511862e-08,-0.0623340915,0,-0.06233412905,0.001382121637,-0.06095200741,0.127384809,0.06505067998
177.09,0.06233412905,5.20025034e-06,-0.0623289288,6.79270706e-05,-0.06226620198,3.665711034e-08,-0.06233409239,0,-0.06233412905,0.001273530008,-0.06106059904,0.1256877749,0.06335364583
177.1,0.06233412905,5.073414966e-06,-0.06232905564,6.627031278e-05,-0.06226785874,3.576303448e-08,-0.06233409329,0,-0.06233412905,0.00116493838,-0.06116919067,0.1239907407,0.06165661169
177.11,0.056109375,4.960672411e-06,-0.05610441433,6.479763917e-05,-0.05604457736,3.496830038e-08,-0.05610934003,0,-0.056109375,0.001060002664,-0.05504937234,0.1223508247,0.06624144965
177.12,0.056109375,4.847929856e-06,-0.05610452707,6.332496555e-05,-0.05604605003,3.417356628e-08,-0.05610934083,0,-0.056109375,0.0009550669475,-0.05515430805,0.1207109086,0.06460153356
177.13,0.056109375,4.735187302e-06,-0.05610463981,6.185229193e-05,-0.05604752271,3.337883218e-08,-0.05610934162,0,-0.056109375,0.0008501312312,-0.05525924377,0.1190709925,0.06296161748
177.14,0.056109375,4.622444747e-06,-0.05610475256,6.037961831e-05,-0.05604899538,3.258409808e-08,-0.05610934242,0,-0.056109375,0.0007451955149,-0.05536417949,0.1174310764,0.06132170139
177.15,0.056109375,4.509702192e-06,-0.0561048653,5.89069447e-05,-0.05605046806,3.178936398e-08,-0.05610934321,0,-0.056109375,0.0006402597986,-0.0554691152,0.1157911603,0.0596817853
177.16,0.05019451678,4.409486588e-06,-0.0501901073,5.759790148e-05,-0.05013691888,3.108293367e-08,-0.0501944857,0,-0.05019451678,0.0005390145285,-0.04965550225,0.1142089699,0.06401445313
177.17,0.05019451678,4.309270983e-06,-0.05019020751,5.628885827e-05,-0.05013822792,3.037650336e-08,-0.05019448641,0,-0.05019451678,0.0004377692584,-0.04975674752,0.1126267795,0.06243226273
177.18,0.05019451678,4.209055379e-06,-0.05019030773,5.497981505e-05,-0.05013953697,2.967007305e-08,-0.05019448711,0,-0.05019451678,0.0003365239882,-0.04985799279,0.1110445891,0.06085007234
177.19,0.05019451678,4.108839775e-06,-0.05019040794,5.367077184e-05,-0.05014084601,2.896364274e-08,-0.05019448782,0,-0.05019451678,0.0002352787181,-0.04995923806,0.1094623987,0.05926788194
177.2,0.05019451678,4.008624171e-06,-0.05019050816,5.236172862e-05,-0.05014215505,2.825721243e-08,-0.05019448853,0,-0.05019451678,0.000134033448,-0.05006048333,0.1078802083,0.05768569155
177.21,0.04459259259,3.919543633e-06,-0.04458867305,5.119813465e-05,-0.04454139446,2.762927437e-08,-0.04459256496,0,-0.04459259259,3.651289702e-05,-0.0445560797,0.1063563513,0.06176375868
177.22,0.04459259259,3.830463096e-06,-0.04458876213,5.003454068e-05,-0.04454255805,2.700133632e-08,-0.04459256559,0,-0.04459259259,-6.100765394e-05,-0.04465360025,0.1048324942,0.06023990162
177.23,0.04459259259,3.741382559e-06,-0.04458885121,4.887094671e-05,-0.04454372165,2.637339826e-08,-0.04459256622,0,-0.04459259259,-0.0001585282049,-0.0447511208,0.1033086372,0.05871604456
177.24,0.04459259259,3.652302022e-06,-0.04458894029,4.770735274e-05,-0.04454488524,2.574546021e-08,-0.04459256685,0,-0.04459259259,-0.0002560487559,-0.04484864135,0.1017847801,0.0571921875
177.25,0.04459259259,3.563221485e-06,-0.04458902937,4.654375877e-05,-0.04454604883,2.511752216e-08,-0.04459256748,0,-0.04459259259,-0.0003535693068,-0.0449461619,0.100260923,0.05566833044
177.26,0.03930664062,3.484038785e-06,-0.03930315659,4.550945302e-05,-0.03926113117,2.4559355e-08,-0.03930661607,0,-0.03930664062,-0.000447331101,-0.03975397173,0.09879600694,0.05948936632
177.27,0.03930664062,3.404856086e-06,-0.03930323577,4.447514727e-05,-0.03926216548,2.400118784e-08,-0.03930661662,0,-0.03930664062,-0.0005410928952,-0.03984773352,0.09733109086,0.05802445023
177.28,0.03930664062,3.325673386e-06,-0.03930331495,4.344084152e-05,-0.03926319978,2.344302068e-08,-0.03930661718,0,-0.03930664062,-0.0006348546893,-0.03994149531,0.09586617477,0.05655953414
177.29,0.03930664062,3.246490686e-06,-0.03930339413,4.240653577e-05,-0.03926423409,2.288485352e-08,-0.03930661774,0,-0.03930664062,-0.0007286164835,-0.04003525711,0.09440125868,0.05509461806
177.3,0.03930664062,3.167307987e-06,-0.03930347332,4.137223002e-05,-0.03926526839,2.232668636e-08,-0.0393066183,0,-0.03930664062,-0.0008223782776,-0.0401290189,0.09293634259,0.05362970197
177.31,0.03433969907,3.096923365e-06,-0.03433660215,4.045284713e-05,-0.03429924623,2.183053778e-08,-0.03433967724,0,-0.03433969907,-0.0009123474898,-0.03525204656,0.09153097512,0.05719127604
177.32,0.03433969907,3.026538743e-06,-0.03433667254,3.953346424e-05,-0.03430016561,2.133438919e-08,-0.03433967774,0,-0.03433969907,-0.001002316702,-0.03534201578,0.09012560764,0.05578590856
177.33,0.03433969907,2.956154121e-06,-0.03433674292,3.861408135e-05,-0.03430108499,2.08382406e-08,-0.03433967824,0,-0.03433969907,-0.001092285914,-0.03543198499,0.08872024016,0.05438054109
177.34,0.03433969907,2.885769499e-06,-0.0343368133,3.769469846e-05,-0.03430200438,2.034209202e-08,-0.03433967873,0,-0.03433969907,-0.001182255126,-0.0355219542,0.08731487269,0.05297517361
177.35,0.03433969907,2.815384877e-06,-0.03433688369,3.677531557e-05,-0.03430292376,1.984594343e-08,-0.03433967923,0,-0.03433969907,-0.001272224339,-0.03561192341,0.08590950521,0.05156980613
177.36,0.02969480613,2.752820769e-06,-0.02969205331,3.595808634e-05,-0.02965884805,1.940492247e-08,-0.02969478673,0,-0.02969480613,-0.001358367336,-0.03105317347,0.08456429398,0.05486948785
177.37,0.02969480613,2.69025666e-06,-0.02969211588,3.51408571e-05,-0.02965966528,1.89639015e-08,-0.02969478717,0,-0.02969480613,-0.001444510333,-0.03113931647,0.08321908275,0.05352427662
177.38,0.02969480613,2.627692552e-06,-0.02969217844,3.432362787e-05,-0.02966048251,1.852288054e-08,-0.02969478761,0,-0.02969480613,-0.00153065333,-0.03122545946,0.08187387153,0.05217906539
177.39,0.02969480613,2.565128444e-06,-0.02969224101,3.350639863e-05,-0.02966129974,1.808185957e-08,-0.02969478805,0,-0.02969480613,-0.001616796327,-0.03131160246,0.0805286603,0.05083385417
177.4,0.02969480613,2.502564335e-06,-0.02969230357,3.26891694e-05,-0.02966211696,1.764083861e-08,-0.02969478849,0,-0.02969480613,-0.001702939325,-0.03139774546,0.07918344907,0.04948864294
177.41,0.025375,2.446951794e-06,-0.02537255305,3.196274341e-05,-0.02534303726,1.724881997e-08,-0.02537498275,0,-0.025375,-0.001785222648,-0.02716022265,0.07789900174,0.05252400174
177.42,0.025375,2.391339254e-06,-0.02537260866,3.123631743e-05,-0.02534376368,1.685680134e-08,-0.02537498314,0,-0.025375,-0.001867505971,-0.02724250597,0.0766145544,0.0512395544
177.43,0.025375,2.335726713e-06,-0.02537266427,3.050989144e-05,-0.02534449011,1.64647827e-08,-0.02537498354,0,-0.025375,-0.001949789294,-0.02732478929,0.07533010706,0.04995510706
177.44,0.025375,2.280114172e-06,-0.02537271989,2.978346545e-05,-0.02534521653,1.607276406e-08,-0.02537498393,0,-0.025375,-0.002032072617,-0.02740707262,0.07404565972,0.04867065972
177.45,0.025375,2.224501631e-06,-0.0253727755,2.905703947e-05,-0.02534594296,1.568074543e-08,-0.02537498432,0,-0.025375,-0.00211435594,-0.02748935594,0.07276121238,0.04738621238
177.46,0.02138331887,2.175068262e-06,-0.0213811438,2.841132748e-05,-0.02135490754,1.533228442e-08,-0.02138330353,0,-0.02138331887,-0.002192746288,-0.02357606515,0.07153813657,0.05015481771
177.47,0.02138331887,2.125634892e-06,-0.02138119323,2.776561549e-05,-0.02135555325,1.498382341e-08,-0.02138330388,0,-0.02138331887,-0.002271136636,-0.0236544555,0.07031506076,0.0489317419
177.48,0.02138331887,2.076201522e-06,-0.02138124266,2.71199035e-05,-0.02135619896,1.46353624e-08,-0.02138330423,0,-0.02138331887,-0.002349526984,-0.02373284585,0.06909198495,0.04770866609
177.49,0.02138331887,2.026768153e-06,-0.0213812921,2.647419151e-05,-0.02135684467,1.428690139e-08,-0.02138330458,0,-0.02138331887,-0.002427917332,-0.0238112362,0.06786890914,0.04648559028
177.5,0.02138331887,1.977334783e-06,-0.02138134153,2.582847953e-05,-0.02135749039,1.393844038e-08,-0.02138330493,0,-0.02138331887,-0.00250630768,-0.02388962655,0.06664583333,0.04526251447
177.51,0.01772280093,1.93339401e-06,-0.01772086753,2.525451331e-05,-0.01769754641,1.362869726e-08,-0.0177227873,0,-0.01772280093,-0.002580771895,-0.02030357282,0.06548473669,0.04776193576
177.52,0.01772280093,1.889453237e-06,-0.01772091147,2.46805471e-05,-0.01769812038,1.331895414e-08,-0.01772278761,0,-0.01772280093,-0.00265523611,-0.02037803704,0.06432364005,0.04660083912
177.53,0.01772280093,1.845512464e-06,-0.01772095541,2.410658089e-05,-0.01769869435,1.300921102e-08,-0.01772278792,0,-0.01772280093,-0.002729700325,-0.02045250125,0.0631625434,0.04543974248
177.54,0.01772280093,1.801571691e-06,-0.01772099935,2.353261468e-05,-0.01769926831,1.26994679e-08,-0.01772278823,0,-0.01772280093,-0.002804164541,-0.02052696547,0.06200144676,0.04427864583
177.55,0.01772280093,1.757630919e-06,-0.0177210433,2.295864847e-05,-0.01769984228,1.238972478e-08,-0.01772278854,0,-0.01772280093,-0.002878628756,-0.02060142968,0.06084035012,0.04311754919
177.56,0.01439648437,1.718572454e-06,-0.0143947658,2.244845628e-05,-0.01437403592,1.211439757e-08,-0.01439647226,0,-0.01439648437,-0.002949133811,-0.01734561819,0.05974184028,0.0453453559
177.57,0.01439648437,1.679513989e-06,-0.01439480486,2.193826409e-05,-0.01437454611,1.183907035e-08,-0.01439647254,0,-0.01439648437,-0.003019638867,-0.01741612324,0.05864333044,0.04424684606
177.58,0.01439648437,1.640455524e-06,-0.01439484392,2.14280719e-05,-0.0143750563,1.156374313e-08,-0.01439647281,0,-0.01439648437,-0.003090143923,-0.0174866283,0.0575448206,0.04314833623
177.59,0.01439648437,1.601397059e-06,-0.01439488298,2.091787971e-05,-0.0143755665,1.128841591e-08,-0.01439647309,0,-0.01439648437,-0.003160648978,-0.01755713335,0.05644631076,0.04204982639
177.6,0.01439648437,1.562338594e-06,-0.01439492204,2.040768753e-05,-0.01437607669,1.10130887e-08,-0.01439647336,0,-0.01439648437,-0.003231154034,-0.01762763841,0.05534780093,0.04095131655
177.61,0.01140740741,1.527619959e-06,-0.01140587979,1.995418336e-05,-0.01138745322,1.076835339e-08,-0.01140739664,0,-0.01140740741,-0.003297667023,-0.01470507443,0.05431248553,0.04290507813
177.62,0.01140740741,1.492901323e-06,-0.01140591451,1.950067919e-05,-0.01138790673,1.052361809e-08,-0.01140739688,0,-0.01140740741,-0.003364180012,-0.01477158742,0.05327717014,0.04186976273
177.63,0.01140740741,1.458182688e-06,-0.01140594922,1.904717502e-05,-0.01138836023,1.027888278e-08,-0.01140739713,0,-0.01140740741,-0.003430693001,-0.01483810041,0.05224185475,0.04083444734
177.64,0.01140740741,1.423464053e-06,-0.01140598394,1.859367086e-05,-0.01138881374,1.003414748e-08,-0.01140739737,0,-0.01140740741,-0.00349720599,-0.0149046134,0.05120653935,0.03979913194
177.65,0.01140740741,1.388745417e-06,-0.01140601866,1.814016669e-05,-0.01138926724,9.789412174e-09,-0.01140739762,0,-0.01140740741,-0.003563718978,-0.01497112639,0.05017122396,0.03876381655
177.66,0.008758608218,1.357884408e-06,-0.008757250333,1.773705187e-05,-0.008740871166,9.571869681e-09,-0.008758598646,0,-0.008758608218,-0.003626207103,-0.01238481532,0.04919971065,0.04044110243
177.67,0.008758608218,1.327023399e-06,-0.008757281194,1.733393706e-05,-0.008741274281,9.354327189e-09,-0.008758598863,0,-0.008758608218,-0.003688695227,-0.01244730344,0.04822819734,0.03946958912
177.68,0.008758608218,1.296162389e-06,-0.008757312055,1.693082224e-05,-0.008741677395,9.136784696e-09,-0.008758599081,0,-0.008758608218,-0.003751183351,-0.01250979157,0.04725668403,0.03849807581
177.69,0.008758608218,1.26530138e-06,-0.008757342916,1.652770743e-05,-0.00874208051,8.919242203e-09,-0.008758599298,0,-0.008758608218,-0.003813671475,-0.01257227969,0.04628517072,0.0375265625
177.7,0.008758608218,1.234440371e-06,-0.008757373777,1.612459261e-05,-0.008742483625,8.70169971e-09,-0.008758599516,0,-0.008758608218,-0.003876159599,-0.01263476782,0.04531365741,0.03655504919
177.71,0.006453125,1.207008363e-06,-0.006451917992,1.576626833e-05,-0.006437358732,8.508328606e-09,-0.006453116492,0,-0.006453125,-0.003934590161,-0.01038771516,0.04440655382,0.03795342882
177.72,0.006453125,1.179576354e-06,-0.006451945424,1.540794405e-05,-0.006437717056,8.314957501e-09,-0.006453116685,0,-0.006453125,-0.003993020723,-0.01044614572,0.04349945023,0.03704632523
177.73,0.006453125,1.152144346e-06,-0.006451972856,1.504961977e-05,-0.00643807538,8.121586396e-09,-0.006453116878,0,-0.006453125,-0.004051451285,-0.01050457629,0.04259234664,0.03613922164
177.74,0.006453125,1.124712338e-06,-0.006452000288,1.469129549e-05,-0.006438433705,7.928215292e-09,-0.006453117072,0,-0.006453125,-0.004109881847,-0.01056300685,0.04168524306,0.03523211806
177.75,0.006453125,1.09728033e-06,-0.00645202772,1.433297121e-05,-0.006438792029,7.734844187e-09,-0.006453117265,0,-0.006453125,-0.004168312409,-0.01062143741,0.04077813947,0.03432501447
177.76,0.004493995949,1.072896322e-06,-0.004492923053,1.401446074e-05,-0.004479981488,7.562958761e-09,-0.004493988386,0,-0.004493995949,-0.004222652804,-0.008716648753,0.03993605324,0.03544205729
177.77,0.004493995949,1.048512315e-06,-0.004492947437,1.369595027e-05,-0.004480299999,7.391073334e-09,-0.004493988558,0,-0.004493995949,-0.004276993199,-0.008770989148,0.03909396701,0.03459997106
177.78,0.004493995949,1.024128308e-06,-0.004492971821,1.33774398e-05,-0.004480618509,7.219187908e-09,-0.00449398873,0,-0.004493995949,-0.004331333594,-0.008825329543,0.03825188079,0.03375788484
177.79,0.004493995949,9.997443003e-07,-0.004492996205,1.305892933e-05,-0.00448093702,7.047302481e-09,-0.004493988902,0,-0.004493995949,-0.004385673989,-0.008879669938,0.03740979456,0.03291579861
177.8,0.004493995949,9.753602929e-07,-0.004493020589,1.274041885e-05,-0.00448125553,6.875417055e-09,-0.004493989074,0,-0.004493995949,-0.004440014383,-0.008934010332,0.03656770833,0.03207371238
177.81,0.002884259259,9.536856198e-07,-0.002883305574,1.245729844e-05,-0.002871801961,6.722630009e-09,-0.002884252537,0,-0.002884259259,-0.004488259591,-0.007372518851,0.03579124711,0.03290698785
177.82,0.002884259259,9.320109466e-07,-0.002883327248,1.217417802e-05,-0.002872085081,6.569842964e-09,-0.002884252689,0,-0.002884259259,-0.004536504799,-0.007420764059,0.03501478588,0.03213052662
177.83,0.002884259259,9.103362734e-07,-0.002883348923,1.18910576e-05,-0.002872368202,6.417055918e-09,-0.002884252842,0,-0.002884259259,-0.004584750007,-0.007469009267,0.03423832465,0.03135406539
177.84,0.002884259259,8.886616002e-07,-0.002883370598,1.160793718e-05,-0.002872651322,6.264268872e-09,-0.002884252995,0,-0.002884259259,-0.004632995215,-0.007517254475,0.03346186343,0.03057760417
177.85,0.002884259259,8.669869271e-07,-0.002883392272,1.132481676e-05,-0.002872934442,6.111481827e-09,-0.002884253148,0,-0.002884259259,-0.004681240423,-0.007565499683,0.0326854022,0.02980114294
177.86,0.001626953125,8.477205509e-07,-0.001626105404,1.107315417e-05,-0.001615879971,5.975671119e-09,-0.001626947149,0,-0.001626953125,-0.00472406771,-0.006351020835,0.03197517361,0.03034822049
177.87,0.001626953125,8.284541747e-07,-0.001626124671,1.082149157e-05,-0.001616131633,5.839860412e-09,-0.001626947285,0,-0.001626953125,-0.004766894996,-0.006393848121,0.03126494502,0.0296379919
177.88,0.001626953125,8.091877986e-07,-0.001626143937,1.056982898e-05,-0.001616383296,5.704049705e-09,-0.001626947421,0,-0.001626953125,-0.004809722283,-0.006436675408,0.03055471644,0.02892776331
177.89,0.001626953125,7.899214224e-07,-0.001626163204,1.031816638e-05,-0.001616634959,5.568238998e-09,-0.001626947557,0,-0.001626953125,-0.004852549569,-0.006479502694,0.02984448785,0.02821753472
177.9,0.001626953125,7.706550463e-07,-0.00162618247,1.006650379e-05,-0.001616886621,5.43242829e-09,-0.001626947693,0,-0.001626953125,-0.004895376856,-0.006522329981,0.02913425926,0.02750730613
177.91,0.0007251157407,7.535293786e-07,-0.0007243622114,9.842803702e-06,-0.000715272937,5.311707662e-09,-0.000725110429,0,-0.0007251157407,-0.004933388235,-0.005658503975,0.02849087095,0.02776575521
177.92,0.0007251157407,7.364037109e-07,-0.000724379337,9.619103618e-06,-0.0007154966371,5.190987033e-09,-0.0007251105498,0,-0.0007251157407,-0.004971399614,-0.005696515354,0.02784748264,0.0271223669
177.93,0.0007251157407,7.192780432e-07,-0.0007243964627,9.395403534e-06,-0.0007157203372,5.070266404e-09,-0.0007251106705,0,-0.0007251157407,-0.005009410992,-0.005734526733,0.02720409433,0.02647897859
177.94,0.0007251157407,7.021523755e-07,-0.0007244135884,9.17170345e-06,-0.0007159440373,4.949545776e-09,-0.0007251107912,0,-0.0007251157407,-0.005047422371,-0.005772538112,0.02656070602,0.02583559028
177.95,0.0007251157407,6.850267078e-07,-0.000724430714,8.948003366e-06,-0.0007161677374,4.828825147e-09,-0.0007251109119,0,-0.0007251157407,-0.00508543375,-0.005810549491,0.02591731771,0.02519220197
177.96,0.0001817853009,6.698038921e-07,-0.000181115497,8.749158847e-06,-0.0001730361421,4.721517922e-09,-0.0001817805794,0,-0.0001817853009,-0.005119164344,-0.005300949645,0.02534137731,0.02515959201
177.97,0.0001817853009,6.545810763e-07,-0.0001811307198,8.550314327e-06,-0.0001732349866,4.614210696e-09,-0.0001817806867,0,-0.0001817853009,-0.005152894938,-0.005334680239,0.02476543692,0.02458365162
177.98,0.0001817853009,6.393582606e-07,-0.0001811459427,8.351469808e-06,-0.0001734338311,4.506903471e-09,-0.000181780794,0,-0.0001817853009,-0.005186625532,-0.005368410833,0.02418949653,0.02400771123
177.99,0.0001817853009,6.241354449e-07,-0.0001811611655,8.152625289e-06,-0.0001736326756,4.399596245e-09,-0.0001817809013,0,-0.0001817853009,-0.005220356127,-0.005402141428,0.02361355613,0.02343177083
178,0.0001817853009,6.089126292e-07,-0.0001811763883,7.95378077e-06,-0.0001738315202,4.29228902e-09,-0.0001817810086,0,-0.0001817853009,-0.005254086721,-0.005435872022,0.02303761574,0.02285583044
178.01,0,5.953812374e-07,5.953812374e-07,7.777030086e-06,7.777030086e-06,4.196904819e-09,4.196904819e-09,0,0,-0.005284012196,-0.005284012196,0.02252566872,0.02252566872
178.02,0,5.818498456e-07,5.818498456e-07,7.600279402e-06,7.600279402e-06,4.101520619e-09,4.101520619e-09,0,0,-0.00531393767,-0.00531393767,0.02201372171,0.02201372171
178.03,0,5.683184539e-07,5.683184539e-07,7.423528718e-06,7.423528718e-06,4.006136418e-09,4.006136418e-09,0,0,-0.005343863145,-0.005343863145,0.02150177469,0.02150177469
178.04,0,5.547870621e-07,5.547870621e-07,7.246778035e-06,7.246778035e-06,3.910752218e-09,3.910752218e-09,0,0,-0.00537378862,-0.00537378862,0.02098982767,0.02098982767
178.05,0,5.412556704e-07,5.412556704e-07,7.070027351e-06,7.070027351e-06,3.815368017e-09,3.815368017e-09,0,0,-0.005403714095,-0.005403714095,0.02047788066,0.02047788066
178.06,0,5.292277666e-07,5.292277666e-07,6.912915632e-06,6.912915632e-06,3.730582061e-09,3.730582061e-09,0,0,-0.005430257263,-0.005430257263,0.02002281664,0.02002281664
178.07,0,5.171998628e-07,5.171998628e-07,6.755803913e-06,6.755803913e-06,3.645796106e-09,3.645796106e-09,0,0,-0.005456800432,-0.005456800432,0.01956775263,0.01956775263
178.08,0,5.05171959e-07,5.05171959e-07,6.598692194e-06,6.598692194e-06,3.56101015e-09,3.56101015e-09,0,0,-0.005483343601,-0.005483343601,0.01911268861,0.01911268861
178.09,0,4.931440552e-07,4.931440552e-07,6.441580475e-06,6.441580475e-06,3.476224194e-09,3.476224194e-09,0,0,-0.00550988677,-0.00550988677,0.0186576246,0.0186576246
178.1,0,4.811161514e-07,4.811161514e-07,6.284468756e-06,6.284468756e-06,3.391438238e-09,3.391438238e-09,0,0,-0.005536429938,-0.005536429938,0.01820256059,0.01820256059
178.11,0,4.704246814e-07,4.704246814e-07,6.144813895e-06,6.144813895e-06,3.316072944e-09,3.316072944e-09,0,0,-0.005559966635,-0.005559966635,0.01779805924,0.01779805924
178.12,0,4.597332114e-07,4.597332114e-07,6.005159034e-06,6.005159034e-06,3.240707649e-09,3.240707649e-09,0,0,-0.005583503332,-0.005583503332,0.01739355789,0.01739355789
178.13,0,4.490417413e-07,4.490417413e-07,5.865504172e-06,5.865504172e-06,3.165342355e-09,3.165342355e-09,0,0,-0.005607040029,-0.005607040029,0.01698905655,0.01698905655
178.14,0,4.383502713e-07,4.383502713e-07,5.725849311e-06,5.725849311e-06,3.089977061e-09,3.089977061e-09,0,0,-0.005630576726,-0.005630576726,0.0165845552,0.0165845552
178.15,0,4.276588013e-07,4.276588013e-07,5.58619445e-06,5.58619445e-06,3.014611767e-09,3.014611767e-09,0,0,-0.005654113422,-0.005654113422,0.01618005385,0.01618005385
178.16,0,4.181552724e-07,4.181552724e-07,5.462056796e-06,5.462056796e-06,2.947620394e-09,2.947620394e-09,0,0,-0.005674977722,-0.005674977722,0.0158204971,0.0158204971
178.17,0,4.086517434e-07,4.086517434e-07,5.337919141e-06,5.337919141e-06,2.880629022e-09,2.880629022e-09,0,0,-0.005695842022,-0.005695842022,0.01546094035,0.01546094035
178.18,0,3.991482145e-07,3.991482145e-07,5.213781487e-06,5.213781487e-06,2.813637649e-09,2.813637649e-09,0,0,-0.005716706321,-0.005716706321,0.0151013836,0.0151013836
178.19,0,3.896446856e-07,3.896446856e-07,5.089643832e-06,5.089643832e-06,2.746646276e-09,2.746646276e-09,0,0,-0.005737570621,-0.005737570621,0.01474182684,0.01474182684
178.2,0,3.801411567e-07,3.801411567e-07,4.965506178e-06,4.965506178e-06,2.679654904e-09,2.679654904e-09,0,0,-0.005758434921,-0.005758434921,0.01438227009,0.01438227009
178.21,0,3.716935754e-07,3.716935754e-07,4.855161596e-06,4.855161596e-06,2.620107017e-09,2.620107017e-09,0,0,-0.005776923779,-0.005776923779,0.01406266409,0.01406266409
178.22,0,3.632459942e-07,3.632459942e-07,4.744817014e-06,4.744817014e-06,2.56055913e-09,2.56055913e-09,0,0,-0.005795412636,-0.005795412636,0.01374305809,0.01374305809
178.23,0,3.547984129e-07,3.547984129e-07,4.634472433e-06,4.634472433e-06,2.501011244e-09,2.501011244e-09,0,0,-0.005813901494,-0.005813901494,0.01342345209,0.01342345209
178.24,0,3.463508316e-07,3.463508316e-07,4.524127851e-06,4.524127851e-06,2.441463357e-09,2.441463357e-09,0,0,-0.005832390352,-0.005832390352,0.01310384608,0.01310384608
178.25,0,3.379032504e-07,3.379032504e-07,4.413783269e-06,4.413783269e-06,2.38191547e-09,2.38191547e-09,0,0,-0.00585087921,-0.00585087921,0.01278424008,0.01278424008
178.26,0,3.303942893e-07,3.303942893e-07,4.315699196e-06,4.315699196e-06,2.328984015e-09,2.328984015e-09,0,0,-0.005867256586,-0.005867256586,0.01250014586,0.01250014586
178.27,0,3.228853281e-07,3.228853281e-07,4.217615124e-06,4.217615124e-06,2.27605256e-09,2.27605256e-09,0,0,-0.005883633963,-0.005883633963,0.01221605163,0.01221605163
178.28,0,3.15376367e-07,3.15376367e-07,4.119531051e-06,4.119531051e-06,2.223121105e-09,2.223121105e-09,0,0,-0.005900011339,-0.005900011339,0.01193195741,0.01193195741
178.29,0,3.078674059e-07,3.078674059e-07,4.021446979e-06,4.021446979e-06,2.170189651e-09,2.170189651e-09,0,0,-0.005916388716,-0.005916388716,0.01164786319,0.01164786319
178.3,0,3.003584448e-07,3.003584448e-07,3.923362906e-06,3.923362906e-06,2.117258196e-09,2.117258196e-09,0,0,-0.005932766092,-0.005932766092,0.01136376896,0.01136376896
178.31,0,2.936838127e-07,2.936838127e-07,3.836177064e-06,3.836177064e-06,2.070208014e-09,2.070208014e-09,0,0,-0.005947266618,-0.005947266618,0.01111124076,0.01111124076
178.32,0,2.870091806e-07,2.870091806e-07,3.748991221e-06,3.748991221e-06,2.023157831e-09,2.023157831e-09,0,0,-0.005961767144,-0.005961767144,0.01085871256,0.01085871256
178.33,0,2.803345485e-07,2.803345485e-07,3.661805379e-06,3.661805379e-06,1.976107649e-09,1.976107649e-09,0,0,-0.005976267671,-0.005976267671,0.01060618436,0.01060618436
178.34,0,2.736599164e-07,2.736599164e-07,3.574619536e-06,3.574619536e-06,1.929057467e-09,1.929057467e-09,0,0,-0.005990768197,-0.005990768197,0.01035365617,0.01035365617
